category,code,title,description,href,image_key,path
HuaweiCloudStack,huaweicloudstack,Huawei Cloud Stack,"An on-premises, full-stack cloud",https://www.huaweicloud.com/intl/en-us/product/huaweicloudstack.html,HuaweiCloudStack/huaweicloudstack.png,D:\Codex\云相关的操作\Draw.IO\official-huaweicloud-product-icons\images\HuaweiCloudStack\huaweicloudstack.png
Industrialsoftware,iDEE,iDEE,,,Industrialsoftware/iDEE.png,D:\Codex\云相关的操作\Draw.IO\official-huaweicloud-product-icons\images\Industrialsoftware\iDEE.png
Industrialsoftware,IDT,IDT,,,Industrialsoftware/IDT.png,D:\Codex\云相关的操作\Draw.IO\official-huaweicloud-product-icons\images\Industrialsoftware\IDT.png
Industrialsoftware,IPDCenter,IPDCenter,,,Industrialsoftware/IPDCenter.png,D:\Codex\云相关的操作\Draw.IO\official-huaweicloud-product-icons\images\Industrialsoftware\IPDCenter.png
InternetofThings,GSL,Global SIM Link (GSL),Manage IoT SIM cards in one place,https://www.huaweicloud.com/intl/en-us/product/gsl.html,InternetofThings/GSL.png,D:\Codex\云相关的操作\Draw.IO\official-huaweicloud-product-icons\images\InternetofThings\GSL.png
InternetofThings,IoTDA,IoT Device Access (IoTDA),Access device fleets securely and reliably,https://www.huaweicloud.com/intl/en-us/product/iotda.html,InternetofThings/IoTDA.png,D:\Codex\云相关的操作\Draw.IO\official-huaweicloud-product-icons\images\InternetofThings\IoTDA.png
InternetofThings,IoTDM,IoT Device Management (IoTDM),Access hundreds of millions of devices stably,https://www.huaweicloud.com/intl/en-us/product/iot.html,InternetofThings/IoTDM.png,D:\Codex\云相关的操作\Draw.IO\official-huaweicloud-product-icons\images\InternetofThings\IoTDM.png
InternetofThings,IoTEdge,IoTEdge,,,InternetofThings/IoTEdge.png,D:\Codex\云相关的操作\Draw.IO\official-huaweicloud-product-icons\images\InternetofThings\IoTEdge.png
InternetofThings,IoTStage,IoTStage,,,InternetofThings/IoTStage.png,D:\Codex\云相关的操作\Draw.IO\official-huaweicloud-product-icons\images\InternetofThings\IoTStage.png
ManagementGovernance,AOM,Application Operations Management (AOM),A one-stop O&M platform for cloud resources and applications,https://www.huaweicloud.com/intl/en-us/product/aom.html,ManagementGovernance/AOM.png,D:\Codex\云相关的操作\Draw.IO\official-huaweicloud-product-icons\images\ManagementGovernance\AOM.png
ManagementGovernance,APM,Application Performance Management (APM),Monitor application performance in near real time,https://www.huaweicloud.com/intl/en-us/product/apm.html,ManagementGovernance/APM.png,D:\Codex\云相关的操作\Draw.IO\official-huaweicloud-product-icons\images\ManagementGovernance\APM.png
ManagementGovernance,CES,Cloud Eye,"Monitor your cloud resources, events, and websites",https://www.huaweicloud.com/intl/en-us/product/ces.html,ManagementGovernance/CES.png,D:\Codex\云相关的操作\Draw.IO\official-huaweicloud-product-icons\images\ManagementGovernance\CES.png
ManagementGovernance,COC,Cloud Operations Center (COC),"Enjoy secure, efficient, one-stop O&M services",https://www.huaweicloud.com/intl/en-us/product/coc.html,ManagementGovernance/COC.png,D:\Codex\云相关的操作\Draw.IO\official-huaweicloud-product-icons\images\ManagementGovernance\COC.png
ManagementGovernance,CTS,Cloud Trace Service (CTS),Track operations made on your cloud resources,https://www.huaweicloud.com/intl/en-us/product/cts.html,ManagementGovernance/CTS.png,D:\Codex\云相关的操作\Draw.IO\official-huaweicloud-product-icons\images\ManagementGovernance\CTS.png
ManagementGovernance,RMS,Config,Track global resource configurations and changes,https://www.huaweicloud.com/intl/en-us/product/rms.html,ManagementGovernance/RMS.png,D:\Codex\云相关的操作\Draw.IO\official-huaweicloud-product-icons\images\ManagementGovernance\RMS.png
ManagementGovernance,IAM,Identity and Access Management (IAM),Securely manage access to your services and resources,https://www.huaweicloud.com/intl/en-us/product/iam.html,ManagementGovernance/IAM.png,D:\Codex\云相关的操作\Draw.IO\official-huaweicloud-product-icons\images\ManagementGovernance\IAM.png
ManagementGovernance,LTS,Log Tank Service (LTS),"Collect, query, and store logs",https://www.huaweicloud.com/intl/en-us/product/lts.html,ManagementGovernance/LTS.png,D:\Codex\云相关的操作\Draw.IO\official-huaweicloud-product-icons\images\ManagementGovernance\LTS.png
ManagementGovernance,OneAccess,OneAccess,,,ManagementGovernance/OneAccess.png,D:\Codex\云相关的操作\Draw.IO\official-huaweicloud-product-icons\images\ManagementGovernance\OneAccess.png
ManagementGovernance,OA,Optimization Advisor (OA),Identify potential risks of cloud resources and get personalized recommendations,https://www.huaweicloud.com/intl/en-us/product/oa.html,ManagementGovernance/OA.png,D:\Codex\云相关的操作\Draw.IO\official-huaweicloud-product-icons\images\ManagementGovernance\OA.png
ManagementGovernance,Organizations,Organizations,Govern multiple accounts within your organization,https://www.huaweicloud.com/intl/en-us/product/organizations.html,ManagementGovernance/Organizations.png,D:\Codex\云相关的操作\Draw.IO\official-huaweicloud-product-icons\images\ManagementGovernance\Organizations.png
ManagementGovernance,RAM,Resource Access Manager (RAM),Securely share resources across accounts,https://www.huaweicloud.com/intl/en-us/product/ram.html,ManagementGovernance/RAM.png,D:\Codex\云相关的操作\Draw.IO\official-huaweicloud-product-icons\images\ManagementGovernance\RAM.png
ManagementGovernance,RFS,Resource Formation Service (RFS),Automatically build cloud service resources in batches,https://www.huaweicloud.com/intl/en-us/product/aos.html,ManagementGovernance/RFS.png,D:\Codex\云相关的操作\Draw.IO\official-huaweicloud-product-icons\images\ManagementGovernance\RFS.png
ManagementGovernance,RGC,Resource Governance Center (RGC),"Set up and govern a secure, scalable multi-account cloud environment",https://www.huaweicloud.com/intl/en-us/product/rgc.html,ManagementGovernance/RGC.png,D:\Codex\云相关的操作\Draw.IO\official-huaweicloud-product-icons\images\ManagementGovernance\RGC.png
ManagementGovernance,SMN,Simple Message Notification (SMN),"Send messages to email addresses, phone numbers, and HTTP/HTTPS servers at scale",https://www.huaweicloud.com/intl/en-us/product/smn.html,ManagementGovernance/SMN.png,D:\Codex\云相关的操作\Draw.IO\official-huaweicloud-product-icons\images\ManagementGovernance\SMN.png
MediaServices,Live,Live,Secure and reliable livestreaming with low latency,https://www.huaweicloud.com/intl/en-us/product/live.html,MediaServices/Live.png,D:\Codex\云相关的操作\Draw.IO\official-huaweicloud-product-icons\images\MediaServices\Live.png
MediaServices,MPC,Media Processing Center (MPC),"Cost-effective, scalable media transcoding",https://www.huaweicloud.com/intl/en-us/product/mpc.html,MediaServices/MPC.png,D:\Codex\云相关的操作\Draw.IO\official-huaweicloud-product-icons\images\MediaServices\MPC.png
MediaServices,MetaStudio,MetaStudio,One-stop digital content production pipeline,https://www.huaweicloud.com/intl/en-us/product/metastudio.html,MediaServices/MetaStudio.png,D:\Codex\云相关的操作\Draw.IO\official-huaweicloud-product-icons\images\MediaServices\MetaStudio.png
MediaServices,VOD,Video on Demand (VOD),"Enjoy a secure, smooth, and customizable VOD service",https://www.huaweicloud.com/intl/en-us/product/vod.html,MediaServices/VOD.png,D:\Codex\云相关的操作\Draw.IO\official-huaweicloud-product-icons\images\MediaServices\VOD.png
Middleware,APIG,API Gateway (APIG),"Build, manage, and deploy APIs at any scale",https://www.huaweicloud.com/intl/en-us/product/apig.html,Middleware/APIG.png,D:\Codex\云相关的操作\Draw.IO\official-huaweicloud-product-icons\images\Middleware\APIG.png
Middleware,CSE,Cloud Service Engine (CSE),"Cover microservice application registration, discovery, configuration management, and governance",https://www.huaweicloud.com/intl/en-us/product/cse.html,Middleware/CSE.png,D:\Codex\云相关的操作\Draw.IO\official-huaweicloud-product-icons\images\Middleware\CSE.png
Middleware,Redis,Distributed Cache Service (DCS),An in-memory caching service compatible with Redis®,https://www.huaweicloud.com/intl/en-us/product/dcs.html,Middleware/Redis.png,D:\Codex\云相关的操作\Draw.IO\official-huaweicloud-product-icons\images\Middleware\Redis.png
Middleware,Memcached,Distributed Cache Service (DCS) for Memcached,A high-performance distributed caching system,https://www.huaweicloud.com/intl/en-us/product/dcsmem.html,Middleware/Memcached.png,D:\Codex\云相关的操作\Draw.IO\official-huaweicloud-product-icons\images\Middleware\Memcached.png
Middleware,DMS,Distributed Message Service (DMS),A high-performance managed message queue service,https://www.huaweicloud.com/intl/en-us/product/dms.html,Middleware/DMS.png,D:\Codex\云相关的操作\Draw.IO\official-huaweicloud-product-icons\images\Middleware\DMS.png
Middleware,Kafka,Distributed Message Service (DMS) for Kafka,"A fully managed, highly reliable message middleware service",https://www.huaweicloud.com/intl/en-us/product/dmskafka.html,Middleware/Kafka.png,D:\Codex\云相关的操作\Draw.IO\official-huaweicloud-product-icons\images\Middleware\Kafka.png
Middleware,RabbitMQ,Distributed Message Service (DMS) for RabbitMQ,"Open-source compatibility, AMQP supported",https://www.huaweicloud.com/intl/en-us/product/rabbitmq.html,Middleware/RabbitMQ.png,D:\Codex\云相关的操作\Draw.IO\official-huaweicloud-product-icons\images\Middleware\RabbitMQ.png
Middleware,ROCKETMQ,Distributed Message Service (DMS) for RocketMQ,"Open-source compatibility, low latency, high reliability",https://www.huaweicloud.com/intl/en-us/product/rocketmq.html,Middleware/ROCKETMQ.png,D:\Codex\云相关的操作\Draw.IO\official-huaweicloud-product-icons\images\Middleware\ROCKETMQ.png
Middleware,EG,EG,,,Middleware/EG.png,D:\Codex\云相关的操作\Draw.IO\official-huaweicloud-product-icons\images\Middleware\EG.png
Middleware,MAS,Multi-Site High Availability Service (MAS),E2E service failover and DR drills,https://www.huaweicloud.com/intl/en-us/product/mas.html,Middleware/MAS.png,D:\Codex\云相关的操作\Draw.IO\official-huaweicloud-product-icons\images\Middleware\MAS.png
Migration,CDM,Cloud Data Migration (CDM),Migrate data between homogeneous and heterogeneous sources,https://www.huaweicloud.com/intl/en-us/product/cdm.html,Migration/CDM.png,D:\Codex\云相关的操作\Draw.IO\official-huaweicloud-product-icons\images\Migration\CDM.png
Migration,MGC,Migration Center (MgC),Simplify and accelerate cloud migration and modernization,https://www.huaweicloud.com/intl/en-us/product/mgc.html,Migration/MGC.png,D:\Codex\云相关的操作\Draw.IO\official-huaweicloud-product-icons\images\Migration\MGC.png
Migration,OMS,Object Storage Migration Service (OMS),Migrate data in object storage to Huawei Cloud,https://www.huaweicloud.com/intl/en-us/product/oms.html,Migration/OMS.png,D:\Codex\云相关的操作\Draw.IO\official-huaweicloud-product-icons\images\Migration\OMS.png
Migration,SMS,Server Migration Service (SMS),Migrate servers in IDC or other clouds to Huawei Cloud,https://www.huaweicloud.com/intl/en-us/product/sms.html,Migration/SMS.png,D:\Codex\云相关的操作\Draw.IO\official-huaweicloud-product-icons\images\Migration\SMS.png
Networking,CC,Cloud Connect,Connect VPCs across regions,https://www.huaweicloud.com/intl/en-us/product/cc.html,Networking/CC.png,D:\Codex\云相关的操作\Draw.IO\official-huaweicloud-product-icons\images\Networking\CC.png
Networking,DC,Direct Connect,Establish dedicated network connections to Huawei Cloud,https://www.huaweicloud.com/intl/en-us/product/dc.html,Networking/DC.png,D:\Codex\云相关的操作\Draw.IO\official-huaweicloud-product-icons\images\Networking\DC.png
Networking,EIP,Elastic IP (EIP),Create highly available systems with static public IP addresses,https://www.huaweicloud.com/intl/en-us/product/eip.html,Networking/EIP.png,D:\Codex\云相关的操作\Draw.IO\official-huaweicloud-product-icons\images\Networking\EIP.png
Networking,ELB,Elastic Load Balance (ELB),Distribute incoming traffic across multiple backend servers,https://www.huaweicloud.com/intl/en-us/product/elb.html,Networking/ELB.png,D:\Codex\云相关的操作\Draw.IO\official-huaweicloud-product-icons\images\Networking\ELB.png
Networking,ER,Enterprise Router,Connect your VPCs and on-premises networks simply and easily,https://www.huaweicloud.com/intl/en-us/product/er.html,Networking/ER.png,D:\Codex\云相关的操作\Draw.IO\official-huaweicloud-product-icons\images\Networking\ER.png
Networking,ESW,Enterprise Switch,Connect cloud and on-premises networks at Layer 2,https://www.huaweicloud.com/intl/en-us/product/esw.html,Networking/ESW.png,D:\Codex\云相关的操作\Draw.IO\official-huaweicloud-product-icons\images\Networking\ESW.png
Networking,GA,Global Accelerator,Accelerate access over Huawei Cloud backbone network,https://www.huaweicloud.com/intl/en-us/product/ga.html,Networking/GA.png,D:\Codex\云相关的操作\Draw.IO\official-huaweicloud-product-icons\images\Networking\GA.png
Networking,NAT,NAT Gateway (NAT),Enable network address translation for cloud and on-premises servers,https://www.huaweicloud.com/intl/en-us/product/nat.html,Networking/NAT.png,D:\Codex\云相关的操作\Draw.IO\official-huaweicloud-product-icons\images\Networking\NAT.png
Networking,VPC,Virtual Private Cloud (VPC),"Guard your system with isolated, private networks",https://www.huaweicloud.com/intl/en-us/product/vpc.html,Networking/VPC.png,D:\Codex\云相关的操作\Draw.IO\official-huaweicloud-product-icons\images\Networking\VPC.png
Networking,VPN,Virtual Private Network (VPN),Connect your local data center to the cloud through secure and reliable IPsec connections,https://www.huaweicloud.com/intl/en-us/product/vpn.html,Networking/VPN.png,D:\Codex\云相关的操作\Draw.IO\official-huaweicloud-product-icons\images\Networking\VPN.png
Networking,VPCEP,VPC Endpoint (VPCEP),Set up private connections between VPCs,https://www.huaweicloud.com/intl/en-us/product/vpcep.html,Networking/VPCEP.png,D:\Codex\云相关的操作\Draw.IO\official-huaweicloud-product-icons\images\Networking\VPCEP.png
SecurityCompliance,AAD,Anti-DDoS Service (AAD),Swiftly mitigate cyberattacks that could disrupt services,https://www.huaweicloud.com/intl/en-us/product/aad.html,SecurityCompliance/AAD.png,D:\Codex\云相关的操作\Draw.IO\official-huaweicloud-product-icons\images\SecurityCompliance\AAD.png
SecurityCompliance,CBH,Cloud Bastion Host (CBH),"Manage servers, control permissions, and audit O&M",https://www.huaweicloud.com/intl/en-us/product/cbh.html,SecurityCompliance/CBH.png,D:\Codex\云相关的操作\Draw.IO\official-huaweicloud-product-icons\images\SecurityCompliance\CBH.png
SecurityCompliance,SSL,Cloud Certificate & Manager (CCM),Manage SSL and private certificates,https://www.huaweicloud.com/intl/en-us/product/ccm.html,SecurityCompliance/SSL.png,D:\Codex\云相关的操作\Draw.IO\official-huaweicloud-product-icons\images\SecurityCompliance\SSL.png
SecurityCompliance,CFW,Cloud Firewall (CFW),Control traffic and prevent intrusions,https://www.huaweicloud.com/intl/en-us/product/cfw.html,SecurityCompliance/CFW.png,D:\Codex\云相关的操作\Draw.IO\official-huaweicloud-product-icons\images\SecurityCompliance\CFW.png
SecurityCompliance,DEW,Data Encryption Workshop (DEW),Encrypt data and manage keys on the cloud,https://www.huaweicloud.com/intl/en-us/product/dew.html,SecurityCompliance/DEW.png,D:\Codex\云相关的操作\Draw.IO\official-huaweicloud-product-icons\images\SecurityCompliance\DEW.png
SecurityCompliance,DSC,Data Security Center (DSC),Cloud native data security governance platform,https://www.huaweicloud.com/intl/en-us/product/dsc.html,SecurityCompliance/DSC.png,D:\Codex\云相关的操作\Draw.IO\official-huaweicloud-product-icons\images\SecurityCompliance\DSC.png
SecurityCompliance,DBSS,Database Security Service (DBSS),Audit databases and detect SQL injections,https://www.huaweicloud.com/intl/en-us/product/dbss.html,SecurityCompliance/DBSS.png,D:\Codex\云相关的操作\Draw.IO\official-huaweicloud-product-icons\images\SecurityCompliance\DBSS.png
SecurityCompliance,EdgeSec,Edge Security (EdgeSec),Protect edge applications while improving acceleration,https://www.huaweicloud.com/intl/en-us/product/edgesec.html,SecurityCompliance/EdgeSec.png,D:\Codex\云相关的操作\Draw.IO\official-huaweicloud-product-icons\images\SecurityCompliance\EdgeSec.png
SecurityCompliance,HSS,Host Security Service (HSS),"Manage assets, prevent intrusions, and eliminate vulnerabilities",https://www.huaweicloud.com/intl/en-us/product/hss.html,SecurityCompliance/HSS.png,D:\Codex\云相关的操作\Draw.IO\official-huaweicloud-product-icons\images\SecurityCompliance\HSS.png
SecurityCompliance,IVM,Industry Video Management Service (IVM),Unified device management for machine vision equipment,https://www.huaweicloud.com/intl/en-us/product/ivm.html,SecurityCompliance/IVM.png,D:\Codex\云相关的操作\Draw.IO\official-huaweicloud-product-icons\images\SecurityCompliance\IVM.png
SecurityCompliance,SecMaster,SecMaster,"Intelligent, next-gen cloud native security operations center",https://www.huaweicloud.com/intl/en-us/product/secmaster.html,SecurityCompliance/SecMaster.png,D:\Codex\云相关的操作\Draw.IO\official-huaweicloud-product-icons\images\SecurityCompliance\SecMaster.png
SecurityCompliance,VSS,VSS,,,SecurityCompliance/VSS.png,D:\Codex\云相关的操作\Draw.IO\official-huaweicloud-product-icons\images\SecurityCompliance\VSS.png
SecurityCompliance,WAF,Web Application Firewall (WAF),Shield web apps and websites against emerging threats 24/7,https://www.huaweicloud.com/intl/en-us/product/waf.html,SecurityCompliance/WAF.png,D:\Codex\云相关的操作\Draw.IO\official-huaweicloud-product-icons\images\SecurityCompliance\WAF.png
Storage,SDRS,Business Recovery Service (BRS),"Enjoy cross-AZ, zero-RPO data protection for your ECSs",https://www.huaweicloud.com/intl/en-us/product/sdrs.html,Storage/SDRS.png,D:\Codex\云相关的操作\Draw.IO\official-huaweicloud-product-icons\images\Storage\SDRS.png
Storage,CBR,Cloud Backup and Recovery (CBR),Centrally manage backups of your cloud and on-premises resources,https://www.huaweicloud.com/intl/en-us/product/cbr.html,Storage/CBR.png,D:\Codex\云相关的操作\Draw.IO\official-huaweicloud-product-icons\images\Storage\CBR.png
Storage,CSBS,Cloud Server Backup Service (CSBS),Consistently back up disks on your cloud servers,https://www.huaweicloud.com/intl/en-us/product/csbs.html,Storage/CSBS.png,D:\Codex\云相关的操作\Draw.IO\official-huaweicloud-product-icons\images\Storage\CSBS.png
Storage,CSG,CSG,,,Storage/CSG.png,D:\Codex\云相关的操作\Draw.IO\official-huaweicloud-product-icons\images\Storage\CSG.png
Storage,DES,Data Express Service (DES),Transmit massive volumes of data safely and quickly to Huawei Cloud,https://www.huaweicloud.com/intl/en-us/product/des.html,Storage/DES.png,D:\Codex\云相关的操作\Draw.IO\official-huaweicloud-product-icons\images\Storage\DES.png
Storage,DSS,Dedicated Distributed Storage Service (DSS),"Get dedicated, physical block storage",https://www.huaweicloud.com/intl/en-us/product/dss.html,Storage/DSS.png,D:\Codex\云相关的操作\Draw.IO\official-huaweicloud-product-icons\images\Storage\DSS.png
Storage,DWR,DWR,,,Storage/DWR.png,D:\Codex\云相关的操作\Draw.IO\official-huaweicloud-product-icons\images\Storage\DWR.png
Storage,EVS,Elastic Volume Service (EVS),Give your servers persistent block storage,https://www.huaweicloud.com/intl/en-us/product/evs.html,Storage/EVS.png,D:\Codex\云相关的操作\Draw.IO\official-huaweicloud-product-icons\images\Storage\EVS.png
Storage,EMS,EMS,,,Storage/EMS.svg,D:\Codex\云相关的操作\Draw.IO\official-huaweicloud-product-icons\images\Storage\EMS.svg
Storage,FlexusOBS,FlexusOBS,,,Storage/FlexusOBS.svg,D:\Codex\云相关的操作\Draw.IO\official-huaweicloud-product-icons\images\Storage\FlexusOBS.svg
Storage,KVS,KVS,,,Storage/KVS.png,D:\Codex\云相关的操作\Draw.IO\official-huaweicloud-product-icons\images\Storage\KVS.png
Storage,OBS,Object Storage Service (OBS),"Take advantage of infinitely scalable, durable, and secure object storage",https://www.huaweicloud.com/intl/en-us/product/obs.html,Storage/OBS.png,D:\Codex\云相关的操作\Draw.IO\official-huaweicloud-product-icons\images\Storage\OBS.png
Storage,SFS,Scalable File Service (SFS),Enjoy fully hosted NAS file systems,https://www.huaweicloud.com/intl/en-us/product/sfs.html,Storage/SFS.png,D:\Codex\云相关的操作\Draw.IO\official-huaweicloud-product-icons\images\Storage\SFS.png
Storage,SFSTurbo,Scalable File Service Turbo (SFS Turbo),"Enjoy high-bandwidth, low-latency access to fully-hosted shared file systems",https://www.huaweicloud.com/intl/en-us/product/sfsturbo.html,Storage/SFSTurbo.png,D:\Codex\云相关的操作\Draw.IO\official-huaweicloud-product-icons\images\Storage\SFSTurbo.png
Storage,VBS,Volume Backup Service (VBS),Back up cloud disks on running servers,https://www.huaweicloud.com/intl/en-us/product/vbs.html,Storage/VBS.png,D:\Codex\云相关的操作\Draw.IO\official-huaweicloud-product-icons\images\Storage\VBS.png
