source,category,title,description,href,image_url,image_key
china-zh-cn,存储,高性能弹性文件服务 SFS Turbo,高带宽、低时延的全托管文件服务,https://www.huaweicloud.com/product/sfsturbo.html,https://res-static.hc-cdn.cn/cloudbu-site/public/new-product-icon/Storage/SFSTurbo.png,Storage/SFSTurbo.png
china-zh-cn,容器与中间件,API网关 APIG,构建、管理和部署任意规模的API服务,https://www.huaweicloud.com/product/apig.html,https://res-static.hc-cdn.cn/cloudbu-site/public/new-product-icon/Middleware/APIG.png,Middleware/APIG.png
china-zh-cn,容器与中间件,Flexus云容器实例,开箱即用的轻量级容器产品,https://www.huaweicloud.com/product/flexus-cci.html,https://res-static.hc-cdn.cn/cloudbu-site/public/new-product-icon/Compute/FCCI.png,Compute/FCCI.png
china-zh-cn,容器与中间件,事件网格 EG,兼容CloudEvents的事件驱动架构服务,https://www.huaweicloud.com/product/eventgrid.html,https://res-static.hc-cdn.cn/cloudbu-site/public/new-product-icon/Middleware/EG.png,Middleware/EG.png
china-zh-cn,容器与中间件,云容器实例 CCI,提供敏捷安全的Serverless容器服务,https://www.huaweicloud.com/product/cci.html,https://res-static.hc-cdn.cn/cloudbu-site/public/new-product-icon/Containers/CCI.png,Containers/CCI.png
china-zh-cn,容器与中间件,云容器引擎 CCE,提供高可靠的企业级容器应用管理服务,https://www.huaweicloud.com/product/cce.html,https://res-static.hc-cdn.cn/cloudbu-site/public/new-product-icon/Containers/CCE.png,Containers/CCE.png
china-zh-cn,容器与中间件,分布式消息服务 DMS,完全托管的高性能消息队列服务,https://www.huaweicloud.com/product/dms.html,https://res-static.hc-cdn.cn/cloudbu-site/public/new-product-icon/Middleware/DMS.png,Middleware/DMS.png
china-zh-cn,容器与中间件,分布式消息服务Kafka版,高吞吐、高可用的消息中间件服务,https://www.huaweicloud.com/product/dmskafka.html,https://res-static.hc-cdn.cn/cloudbu-site/public/new-product-icon/Middleware/Kafka.png,Middleware/Kafka.png
china-zh-cn,容器与中间件,分布式消息服务RabbitMQ版,支持AMQP协议，兼容RabbitMQ生态,https://www.huaweicloud.com/product/rabbitmq.html,https://res-static.hc-cdn.cn/cloudbu-site/public/new-product-icon/Middleware/RabbitMQ.png,Middleware/RabbitMQ.png
china-zh-cn,容器与中间件,分布式消息服务RocketMQ版,低延迟、高可靠，兼容开源RocketMQ,https://www.huaweicloud.com/product/dms-hrm.html,https://res-static.hc-cdn.cn/cloudbu-site/public/new-product-icon/Middleware/ROCKETMQ.png,Middleware/ROCKETMQ.png
china-zh-cn,容器与中间件,分布式缓存服务Memcached版,一个高性能、分布式的缓存系统,https://www.huaweicloud.com/product/dcsmem.html,https://res-static.hc-cdn.cn/cloudbu-site/public/new-product-icon/Middleware/Memcached.png,Middleware/Memcached.png
china-zh-cn,容器与中间件,华为云UCS,提供无处不在的云原生服务,https://www.huaweicloud.com/product/ucs.html,https://res-static.hc-cdn.cn/cloudbu-site/public/new-product-icon/Containers/UCS.png,Containers/UCS.png
china-zh-cn,容器与中间件,多活高可用服务 MAS,提供端到端业务故障切换及容灾演练能力,https://www.huaweicloud.com/product/mas.html,https://res-static.hc-cdn.cn/cloudbu-site/public/new-product-icon/Middleware/MAS.png,Middleware/MAS.png
china-zh-cn,容器与中间件,容器镜像服务 SWR,一种支持容器镜像全生命周期管理的服务,https://www.huaweicloud.com/product/swr.html,https://res-static.hc-cdn.cn/cloudbu-site/public/new-product-icon/Containers/SWR.png,Containers/SWR.png
china-zh-cn,容器与中间件,微服务引擎 CSE,微服务快速注册发现、配置管理及治理,https://www.huaweicloud.com/product/cse.html,https://res-static.hc-cdn.cn/cloudbu-site/public/new-product-icon/Middleware/CSE.png,Middleware/CSE.png
china-zh-cn,容器与中间件,智能边缘平台 IEF,边云协同操作系统，提供边缘应用托管,https://www.huaweicloud.com/product/ief.html,https://res-static.hc-cdn.cn/cloudbu-site/public/new-product-icon/Containers/IEF.png,Containers/IEF.png
china-zh-cn,开发工具,CodeArts IDE,智能化集成开发环境,https://www.huaweicloud.com/product/codeartside.html,https://res-static.hc-cdn.cn/cloudbu-site/public/new-product-icon/DeveloperServices/CodeArtsIDE.png,DeveloperServices/CodeArtsIDE.png
china-zh-cn,开发工具,CodeArts IDE Online,面向云原生的轻量级WebIDE,https://www.huaweicloud.com/product/cloudide.html,https://res-static.hc-cdn.cn/cloudbu-site/public/new-product-icon/DeveloperServices/CodeArtsIDEOnline.png,DeveloperServices/CodeArtsIDEOnline.png
china-zh-cn,开发工具,云应用引擎 CAE,面向应用的Serverless极简托管引擎,https://www.huaweicloud.com/product/cae.html,https://res-static.hc-cdn.cn/cloudbu-site/public/new-product-icon/DeveloperServices/CAE.png,DeveloperServices/CAE.png
china-zh-cn,开发工具,代码托管 CodeArts Repo,提供基于Git的在线代码托管服务,https://www.huaweicloud.com/product/codehub.html,https://res-static.hc-cdn.cn/cloudbu-site/public/new-product-icon/DeveloperServices/CodeArtsRepo.png,DeveloperServices/CodeArtsRepo.png
china-zh-cn,开发工具,代码检查 CodeArts Check,基于云端实现代码质量管理的服务,https://www.huaweicloud.com/product/codecheck.html,https://res-static.hc-cdn.cn/cloudbu-site/public/new-product-icon/DeveloperServices/CodeArtsCheck.png,DeveloperServices/CodeArtsCheck.png
china-zh-cn,开发工具,制品仓库 CodeArts Artifact,提供多类型、安全可靠的软件制品仓库,https://www.huaweicloud.com/product/codeartsartifact.html,https://res-static.hc-cdn.cn/cloudbu-site/public/new-product-icon/DeveloperServices/CodeArtsArtifact.png,DeveloperServices/CodeArtsArtifact.png
china-zh-cn,开发工具,华为云Astro企业应用,快速构建企业核心业务应用,https://www.huaweicloud.com/product/astropro.html,https://res-static.hc-cdn.cn/cloudbu-site/public/new-product-icon/DeveloperServices/AstroPro.png,DeveloperServices/AstroPro.png
china-zh-cn,开发工具,华为云Astro工作流,一站式自动化工作流应用构建工具,https://www.huaweicloud.com/product/astroflow.html,https://res-static.hc-cdn.cn/cloudbu-site/public/new-product-icon/DeveloperServices/Flow.png,DeveloperServices/Flow.png
china-zh-cn,开发工具,华为云Astro轻应用,快速搭建低代码轻应用,https://www.huaweicloud.com/product/appcube.html,https://res-static.hc-cdn.cn/cloudbu-site/public/new-product-icon/DeveloperServices/AstroZero.png,DeveloperServices/AstroZero.png
china-zh-cn,开发工具,华为开源镜像站 Mirrors,开源组件、操作系统及DevOps工具,https://www.huaweicloud.com/product/mirrors.html,https://res-static.hc-cdn.cn/cloudbu-site/public/new-product-icon/DeveloperServices/Mirrors.png,DeveloperServices/Mirrors.png
china-zh-cn,开发工具,应用管理与运维平台 ServiceStage,面向企业的一站式PaaS平台服务,https://www.huaweicloud.com/product/servicestage.html,https://res-static.hc-cdn.cn/cloudbu-site/public/new-product-icon/DeveloperServices/ServiceStage.png,DeveloperServices/ServiceStage.png
china-zh-cn,开发工具,开源治理服务 CodeArts Governance,识别开源软件风险，高效安全的使用开源,https://www.huaweicloud.com/product/devsecurity.html,https://res-static.hc-cdn.cn/cloudbu-site/public/new-product-icon/DeveloperServices/DevSecurity.png,DeveloperServices/DevSecurity.png
china-zh-cn,开发工具,性能测试 CodeArts PerfTest,为应用的接口和全链路提供性能测试服务,https://www.huaweicloud.com/product/cpts.html,https://res-static.hc-cdn.cn/cloudbu-site/public/new-product-icon/DeveloperServices/CodeArtsPerfTest.png,DeveloperServices/CodeArtsPerfTest.png
china-zh-cn,开发工具,流水线 CodeArts Pipeline,可视化、可定制的持续交付发布软件,https://www.huaweicloud.com/product/cloudpipeline.html,https://res-static.hc-cdn.cn/cloudbu-site/public/new-product-icon/DeveloperServices/CodeArtsPipeline.png,DeveloperServices/CodeArtsPipeline.png
china-zh-cn,开发工具,测试计划 CodeArts TestPlan,面向开发者提供的一站式测试管理平台,https://www.huaweicloud.com/product/cloudtest.html,https://res-static.hc-cdn.cn/cloudbu-site/public/new-product-icon/DeveloperServices/CodeArtsTestPlan.png,DeveloperServices/CodeArtsTestPlan.png
china-zh-cn,开发工具,漏洞管理服务 CodeArts Inspector,满足合规要求，让安全弱点无所遁形,https://www.huaweicloud.com/product/vss.html,https://res-static.hc-cdn.cn/cloudbu-site/public/new-product-icon/SecurityCompliance/VSS.png,SecurityCompliance/VSS.png
china-zh-cn,开发工具,移动应用测试 MobileAPPTest,提供移动兼容性测试服务,https://www.huaweicloud.com/product/mobileapptest.html,https://res-static.hc-cdn.cn/cloudbu-site/public/new-product-icon/DeveloperServices/MobileAPPTest.png,DeveloperServices/MobileAPPTest.png
china-zh-cn,开发工具,编译构建 CodeArts Build,提供开箱即用、快速的构建能力,https://www.huaweicloud.com/product/cloudbuild.html,https://res-static.hc-cdn.cn/cloudbu-site/public/new-product-icon/DeveloperServices/CodeArtsBuild.png,DeveloperServices/CodeArtsBuild.png
china-zh-cn,开发工具,软件开发生产线 CodeArts,内置华为实践的一站式软件开发平台,https://www.huaweicloud.com/devcloud/,https://res-static.hc-cdn.cn/cloudbu-site/public/new-product-icon/DeveloperServices/CodeArts.png,DeveloperServices/CodeArts.png
china-zh-cn,开发工具,部署 CodeArts Deploy,提供可视化、一键式部署服务,https://www.huaweicloud.com/product/clouddeploy.html,https://res-static.hc-cdn.cn/cloudbu-site/public/new-product-icon/DeveloperServices/CodeArtsDeploy.png,DeveloperServices/CodeArtsDeploy.png
china-zh-cn,开发工具,需求管理 CodeArts Req,为研发团队提供高效需求管理服务,https://www.huaweicloud.com/product/projectman.html,https://res-static.hc-cdn.cn/cloudbu-site/public/new-product-icon/DeveloperServices/CodeArtsReq.png,DeveloperServices/CodeArtsReq.png
china-zh-cn,精选推荐,Flexus应用服务器L实例,即开即用的轻量型云服务器,https://www.huaweicloud.com/product/flexus-l.html,https://res-static.hc-cdn.cn/cloudbu-site/public/new-product-icon/Compute/FECSL.png,Compute/FECSL.png
china-zh-cn,精选推荐,MaaS模型即服务,极致性能，易用好用的Tokens服务,https://www.huaweicloud.com/product/modelarts/studio.html,https://res-static.hc-cdn.cn/cloudbu-site/public/new-product-icon/AI/MaaS.png,AI/MaaS.png
china-zh-cn,精选推荐,云数据库 RDS for MySQL,稳定可靠，智能运维，完全兼容MySQL,https://www.huaweicloud.com/product/mysql.html,https://res-static.hc-cdn.cn/cloudbu-site/public/new-product-icon/Databases/RDSforMySQL.png,Databases/RDSforMySQL.png
china-zh-cn,精选推荐,对象存储服务 OBS,稳定、安全、高效、易用的云存储服务,https://www.huaweicloud.com/product/obs.html,https://res-static.hc-cdn.cn/cloudbu-site/public/new-product-icon/Storage/OBS.png,Storage/OBS.png
china-zh-cn,精选推荐,弹性云服务器 ECS,可随时自动获取、弹性伸缩的云服务器,https://www.huaweicloud.com/product/ecs.html,https://res-static.hc-cdn.cn/cloudbu-site/public/new-product-icon/Compute/ECS.png,Compute/ECS.png
china-zh-cn,精选推荐,智能体平台 AgentArts,一站式企业级智能体开发平台,https://www.huaweicloud.com/product/agentarts.html,https://res-static.hc-cdn.cn/cloudbu-site/public/new-product-icon/aPaaS/Versatile.svg,aPaaS/Versatile.svg
china-zh-cn,精选推荐,虚拟私有云 VPC,隔离的、私密的虚拟网络环境,https://www.huaweicloud.com/product/vpc.html,https://res-static.hc-cdn.cn/cloudbu-site/public/new-product-icon/Networking/VPC.png,Networking/VPC.png
china-zh-cn,精选推荐,魔坊（ModelArts）模型训推平台,面向AI开发者的一站式开发平台,https://www.huaweicloud.com/product/modelarts.html,https://res-static.hc-cdn.cn/cloudbu-site/public/new-product-icon/AI/ModelArts.png,AI/ModelArts.png
china-zh-cn,网络,NAT网关 NAT,提供网络地址转换服务,https://www.huaweicloud.com/product/nat.html,https://res-static.hc-cdn.cn/cloudbu-site/public/new-product-icon/Networking/NAT.png,Networking/NAT.png
china-zh-cn,网络,VPC终端节点 VPCEP,提供VPC之间的私密连接通道,https://www.huaweicloud.com/product/vpcep.html,https://res-static.hc-cdn.cn/cloudbu-site/public/new-product-icon/Networking/VPCEP.png,Networking/VPCEP.png
china-zh-cn,网络,云专线 DC,搭建本地数据中心与VPC间的专属连接通道,https://www.huaweicloud.com/product/dc.html,https://res-static.hc-cdn.cn/cloudbu-site/public/new-product-icon/Networking/DC.png,Networking/DC.png
china-zh-cn,网络,云解析服务 DNS,提供高可用，高扩展的DNS和管理服务,https://www.huaweicloud.com/product/dns.html,https://res-static.hc-cdn.cn/cloudbu-site/public/new-product-icon/BusinessApplications/DNS.png,BusinessApplications/DNS.png
china-zh-cn,网络,云连接 CC,支持多Region VPC互通的混合云组网,https://www.huaweicloud.com/product/cc.html,https://res-static.hc-cdn.cn/cloudbu-site/public/new-product-icon/Networking/CC.png,Networking/CC.png
china-zh-cn,网络,企业交换机 ESW,云上与云下的大二层连接通道,https://www.huaweicloud.com/product/esw.html,https://res-static.hc-cdn.cn/cloudbu-site/public/new-product-icon/Networking/ESW.png,Networking/ESW.png
china-zh-cn,网络,企业路由器 ER,提供高可靠的集中路由管理能力,https://www.huaweicloud.com/product/er.html,https://res-static.hc-cdn.cn/cloudbu-site/public/new-product-icon/Networking/ER.png,Networking/ER.png
china-zh-cn,网络,全球加速 GA,提供SLA稳定的加速传输,https://www.huaweicloud.com/product/ga.html,https://res-static.hc-cdn.cn/cloudbu-site/public/new-product-icon/Networking/GA.png,Networking/GA.png
china-zh-cn,网络,弹性公网IP EIP,提供独立的公网IP资源服务,https://www.huaweicloud.com/product/eip.html,https://res-static.hc-cdn.cn/cloudbu-site/public/new-product-icon/Networking/EIP.png,Networking/EIP.png
china-zh-cn,网络,弹性负载均衡 ELB,将流量自动分发到多台云服务器,https://www.huaweicloud.com/product/elb.html,https://res-static.hc-cdn.cn/cloudbu-site/public/new-product-icon/Networking/ELB.png,Networking/ELB.png
china-zh-cn,网络,虚拟专用网络 VPN,数据中心与华为云的IPsec加密连接通道,https://www.huaweicloud.com/product/vpn.html,https://res-static.hc-cdn.cn/cloudbu-site/public/new-product-icon/Networking/VPN.png,Networking/VPN.png
china-zh-cn,网络,虚拟私有云 VPC,隔离的、私密的虚拟网络环境,https://www.huaweicloud.com/product/vpc.html,https://res-static.hc-cdn.cn/cloudbu-site/public/new-product-icon/Networking/VPC.png,Networking/VPC.png
china-zh-cn,计算,FPGA加速云服务器 FACS,提供FPGA计算资源的弹性云服务器,https://www.huaweicloud.com/product/facs.html,https://res-static.hc-cdn.cn/cloudbu-site/public/new-product-icon/Compute/FACS.png,Compute/FACS.png
china-zh-cn,计算,Flexus云服务,新一代性能倍增、体验跃级的云服务系列,https://www.huaweicloud.com/product/flexus.html,https://res-static.hc-cdn.cn/cloudbu-site/public/new-product-icon/Compute/Flexus.png,Compute/Flexus.png
china-zh-cn,计算,Flexus云服务器X实例,柔性算力，六倍性能，旗舰体验,https://www.huaweicloud.com/product/flexus-x.html,https://res-static.hc-cdn.cn/cloudbu-site/public/new-product-icon/Compute/FECSX.png,Compute/FECSX.png
china-zh-cn,计算,Flexus应用服务器L实例,即开即用的轻量型云服务器,https://www.huaweicloud.com/product/flexus-l.html,https://res-static.hc-cdn.cn/cloudbu-site/public/new-product-icon/Compute/FECSL.png,Compute/FECSL.png
china-zh-cn,计算,GPU加速云服务器 GACS,提供GPU计算资源的弹性云服务器,https://www.huaweicloud.com/product/gpu.html,https://res-static.hc-cdn.cn/cloudbu-site/public/new-product-icon/Compute/GACS.png,Compute/GACS.png
china-zh-cn,计算,Huawei Cloud EulerOS,充分发挥华为云优势的操作系统,https://www.huaweicloud.com/product/hce.html,https://res-static.hc-cdn.cn/cloudbu-site/public/new-product-icon/Compute/HuaweiCloudEulerOS.png,Compute/HuaweiCloudEulerOS.png
china-zh-cn,计算,专属主机 DeH,专属物理主机创建的云服务器,https://www.huaweicloud.com/product/deh.html,https://res-static.hc-cdn.cn/cloudbu-site/public/new-product-icon/Compute/DeH.png,Compute/DeH.png
china-zh-cn,计算,云化数据中心 CloudDC,助力自持资产客户快速云化转型,https://www.huaweicloud.com/product/clouddc.html,https://res-static.hc-cdn.cn/cloudbu-site/public/new-product-icon/Compute/CloudDC.svg,Compute/CloudDC.svg
china-zh-cn,计算,云手机服务器 CPH,具有虚拟手机功能的云服务器,https://www.huaweicloud.com/product/cloudphone.html,https://res-static.hc-cdn.cn/cloudbu-site/public/new-product-icon/Compute/CPH.png,Compute/CPH.png
china-zh-cn,计算,函数工作流 FunctionGraph,自动运行代码，无需配置或管理服务器,https://www.huaweicloud.com/product/functiongraph.html,https://res-static.hc-cdn.cn/cloudbu-site/public/new-product-icon/Compute/FunctionGraph.png,Compute/FunctionGraph.png
china-zh-cn,计算,弹性云服务器 ECS,可随时自动获取、弹性伸缩的云服务器,https://www.huaweicloud.com/product/ecs.html,https://res-static.hc-cdn.cn/cloudbu-site/public/new-product-icon/Compute/ECS.png,Compute/ECS.png
china-zh-cn,计算,弹性伸缩 AS,根据预设策略自动调整计算资源的服务,https://www.huaweicloud.com/product/as.html,https://res-static.hc-cdn.cn/cloudbu-site/public/new-product-icon/Compute/AS.png,Compute/AS.png
china-zh-cn,计算,裸金属服务器 BMS,高性能、高安全的云上物理服务器,https://www.huaweicloud.com/product/bms.html,https://res-static.hc-cdn.cn/cloudbu-site/public/new-product-icon/Compute/BMS.png,Compute/BMS.png
china-zh-cn,计算,镜像服务 IMS,提供完善的镜像管理能力,https://www.huaweicloud.com/product/ims.html,https://res-static.hc-cdn.cn/cloudbu-site/public/new-product-icon/Compute/IMS.png,Compute/IMS.png
china-zh-cn,运维管理与迁移,主机迁移服务 SMS,把数据中心或其他云上主机迁移到华为云,https://www.huaweicloud.com/product/sms.html,https://res-static.hc-cdn.cn/cloudbu-site/public/new-product-icon/Migration/SMS.png,Migration/SMS.png
china-zh-cn,运维管理与迁移,云审计服务 CTS,为您提供云账户下资源的操作记录,https://www.huaweicloud.com/product/cts.html,https://res-static.hc-cdn.cn/cloudbu-site/public/new-product-icon/ManagementGovernance/CTS.png,ManagementGovernance/CTS.png
china-zh-cn,运维管理与迁移,云日志服务 LTS,提供日志收集、实时查询、存储等功能,https://www.huaweicloud.com/product/lts.html,https://res-static.hc-cdn.cn/cloudbu-site/public/new-product-icon/ManagementGovernance/LTS.png,ManagementGovernance/LTS.png
china-zh-cn,运维管理与迁移,云监控服务 CES,提供云上及本地资源的立体化监控平台,https://www.huaweicloud.com/product/ces.html,https://res-static.hc-cdn.cn/cloudbu-site/public/new-product-icon/ManagementGovernance/CES.png,ManagementGovernance/CES.png
china-zh-cn,运维管理与迁移,云运维中心 COC,提供安全、高效的一站式智能运维平台,https://www.huaweicloud.com/product/coc.html,https://res-static.hc-cdn.cn/cloudbu-site/public/new-product-icon/ManagementGovernance/COC.png,ManagementGovernance/COC.png
china-zh-cn,运维管理与迁移,优化顾问 OA,一键识别云资源潜在风险并给出优化建议,https://www.huaweicloud.com/product/oa.html,https://res-static.hc-cdn.cn/cloudbu-site/public/new-product-icon/ManagementGovernance/OA.png,ManagementGovernance/OA.png
china-zh-cn,运维管理与迁移,对象存储迁移服务 OMS,公有云对象存储数据迁移服务,https://www.huaweicloud.com/product/oms.html,https://res-static.hc-cdn.cn/cloudbu-site/public/new-product-icon/Migration/OMS.png,Migration/OMS.png
china-zh-cn,运维管理与迁移,应用性能管理 APM,实时监控并管理企业应用性能和故障,https://www.huaweicloud.com/product/apm.html,https://res-static.hc-cdn.cn/cloudbu-site/public/new-product-icon/ManagementGovernance/APM.png,ManagementGovernance/APM.png
china-zh-cn,运维管理与迁移,应用身份管理服务 OneAccess,具备集中式的身份管理、认证和授权能力,https://www.huaweicloud.com/product/oneaccess.html,https://res-static.hc-cdn.cn/cloudbu-site/public/new-product-icon/ManagementGovernance/OneAccess.png,ManagementGovernance/OneAccess.png
china-zh-cn,运维管理与迁移,应用运维管理 AOM,提供立体运维平台，实时监控应用,https://www.huaweicloud.com/product/aom.html,https://res-static.hc-cdn.cn/cloudbu-site/public/new-product-icon/ManagementGovernance/AOM.png,ManagementGovernance/AOM.png
china-zh-cn,运维管理与迁移,消息通知服务 SMN,依据用户的需求主动推送通知消息,https://www.huaweicloud.com/product/smn.html,https://res-static.hc-cdn.cn/cloudbu-site/public/new-product-icon/ManagementGovernance/SMN.png,ManagementGovernance/SMN.png
china-zh-cn,运维管理与迁移,组织 Organizations,提供多账号关系的管理能力,https://www.huaweicloud.com/product/organizations.html,https://res-static.hc-cdn.cn/cloudbu-site/public/new-product-icon/ManagementGovernance/Organizations.png,ManagementGovernance/Organizations.png
china-zh-cn,运维管理与迁移,统一身份认证服务 IAM,提供身份认证和权限管理功能,https://www.huaweicloud.com/product/iam.html,https://res-static.hc-cdn.cn/cloudbu-site/public/new-product-icon/ManagementGovernance/IAM.png,ManagementGovernance/IAM.png
china-zh-cn,运维管理与迁移,资源治理中心 RGC,搭建并治理安全可扩展的多账号环境,https://www.huaweicloud.com/product/rgc.html,https://res-static.hc-cdn.cn/cloudbu-site/public/new-product-icon/ManagementGovernance/RGC.png,ManagementGovernance/RGC.png
china-zh-cn,运维管理与迁移,资源编排服务 RFS,批量自动化创建云服务资源,https://www.huaweicloud.com/product/aos.html,https://res-static.hc-cdn.cn/cloudbu-site/public/new-product-icon/ManagementGovernance/RFS.png,ManagementGovernance/RFS.png
china-zh-cn,运维管理与迁移,资源访问管理 RAM,提供安全的跨账号共享资源的能力,https://www.huaweicloud.com/product/ram.html,https://res-static.hc-cdn.cn/cloudbu-site/public/new-product-icon/ManagementGovernance/RAM.png,ManagementGovernance/RAM.png
china-zh-cn,运维管理与迁移,迁移中心 MgC,一站式迁移和现代化平台,https://www.huaweicloud.com/product/mgc.html,https://res-static.hc-cdn.cn/cloudbu-site/public/new-product-icon/Migration/MGC.png,Migration/MGC.png
china-zh-cn,运维管理与迁移,配置审计 Config,提供全局资源配置管理，配置检测能力,https://www.huaweicloud.com/product/rms.html,https://res-static.hc-cdn.cn/cloudbu-site/public/new-product-icon/ManagementGovernance/RMS.png,ManagementGovernance/RMS.png
intl-en-us,AI,Content Moderation,"Detect inappropriate content in images, text, and videos",https://www.huaweicloud.com/intl/en-us/product/moderation.html,https://res-static.hc-cdn.cn/cloudbu-site/public/new-product-icon/AI/Moderation.png,AI/Moderation.png
intl-en-us,AI,EIHealth,"Use AI to facilitate genomics, drug discovery, and medical imaging",https://www.huaweicloud.com/intl/en-us/product/eihealth.html,https://res-static.hc-cdn.cn/cloudbu-site/public/new-product-icon/AI/eihealth.png,AI/eihealth.png
intl-en-us,AI,Graph Engine Service (GES),Query and analyze graph-structure data based on relationships,https://www.huaweicloud.com/intl/en-us/product/ges.html,https://res-static.hc-cdn.cn/cloudbu-site/public/new-product-icon/AI/ges.png,AI/ges.png
intl-en-us,AI,Huawei HiLens (HiLens),Use this platform for multimodal AI development,https://www.huaweicloud.com/intl/en-us/product/hilens.html,https://res-static.hc-cdn.cn/cloudbu-site/public/new-product-icon/AI/hilens.png,AI/hilens.png
intl-en-us,AI,Image Recognition,Identify visual content in images,https://www.huaweicloud.com/intl/en-us/product/image.html,https://res-static.hc-cdn.cn/cloudbu-site/public/new-product-icon/AI/Image.png,AI/Image.png
intl-en-us,AI,Intelligent Video Analysis Service,"VIAS is a comprehensive solution for AI-driven video analytics, event detection",https://www.huaweicloud.com/intl/en-us/product/vias.html,https://res-static.hc-cdn.cn/cloudbu-site/public/new-product-icon/AI/VIAS.png,AI/VIAS.png
intl-en-us,AI,MaaS,"Ultimate Performance, Intuitive Tokens Service",https://www.huaweicloud.com/intl/en-us/product/maas.html,https://res-static.hc-cdn.cn/cloudbu-site/public/new-product-icon/AI/MaaS.png,AI/MaaS.png
intl-en-us,AI,ModelArts,"Build, train, and deploy machine learning models quickly and easily",https://www.huaweicloud.com/intl/en-us/product/modelarts.html,https://res-static.hc-cdn.cn/cloudbu-site/public/new-product-icon/AI/ModelArts.png,AI/ModelArts.png
intl-en-us,AI,Optical Character Recognition (OCR),Detect and extract text from any image and convert the text into JSON format,https://www.huaweicloud.com/intl/en-us/product/ocr.html,https://res-static.hc-cdn.cn/cloudbu-site/public/new-product-icon/AI/OCR.png,AI/OCR.png
intl-en-us,AI,PanguLargeModels,Reshape your industry with large AI models,https://www.huaweicloud.com/intl/en-us/product/pangu.html,https://res-static.hc-cdn.cn/cloudbu-site/public/new-product-icon/AI/pangu.png,AI/pangu.png
intl-en-us,AI,Question Answering Bot (QABot),Build and manage intelligent Q&A bots,https://www.huaweicloud.com/intl/en-us/product/cbsqa.html,https://res-static.hc-cdn.cn/cloudbu-site/public/new-product-icon/AI/cbsqa.png,AI/cbsqa.png
intl-en-us,AI,Short Sentence Recognition,Convert short audio files (up to a minute long) into text,https://www.huaweicloud.com/intl/en-us/product/asr.html,https://res-static.hc-cdn.cn/cloudbu-site/public/new-product-icon/AI/asr.png,AI/asr.png
intl-en-us,Analytics,Cloud Search Service (CSS),Query accurately by multiple conditions,https://www.huaweicloud.com/intl/en-us/product/css.html,https://res-static.hc-cdn.cn/cloudbu-site/public/new-product-icon/Analytics/CSS.png,Analytics/CSS.png
intl-en-us,Analytics,Cloud Stream Service (CS),Process streaming data in real time,https://www.huaweicloud.com/intl/en-us/product/cs.html,https://res-static.hc-cdn.cn/cloudbu-site/public/new-product-icon/Analytics/CS.png,Analytics/CS.png
intl-en-us,Analytics,Data Ingestion Service (DIS),"Ingest, process, and dump data in real time",https://www.huaweicloud.com/intl/en-us/product/dis.html,https://res-static.hc-cdn.cn/cloudbu-site/public/new-product-icon/Analytics/DIS.png,Analytics/DIS.png
intl-en-us,Analytics,Data Lake Insight (DLI),Analyze and process streaming and batch data,https://www.huaweicloud.com/intl/en-us/product/dli.html,https://res-static.hc-cdn.cn/cloudbu-site/public/new-product-icon/Analytics/DLI.png,Analytics/DLI.png
intl-en-us,Analytics,Data Lake Visualization (DLV),Create dashboards to track and display complex data in real time,https://www.huaweicloud.com/intl/en-us/product/dlv.html,https://res-static.hc-cdn.cn/cloudbu-site/public/new-product-icon/Analytics/DLV.png,Analytics/DLV.png
intl-en-us,Analytics,Data Warehouse Service (DWS),"Give your warehouse market-leading performance, superlative stability, and on-demand scaling",https://www.huaweicloud.com/intl/en-us/product/dws.html,https://res-static.hc-cdn.cn/cloudbu-site/public/new-product-icon/Analytics/DWS.png,Analytics/DWS.png
intl-en-us,Analytics,DataArts Fabric,"A comprehensive, one-stop platform for data and AI development",https://www.huaweicloud.com/intl/en-us/product/dataartsfabric.html,https://res-static.hc-cdn.cn/cloudbu-site/public/new-product-icon/Analytics/DataArtsFabric.png,Analytics/DataArtsFabric.png
intl-en-us,Analytics,DataArts Studio,Manage your data development and governance in one place,https://www.huaweicloud.com/intl/en-us/product/dayu.html,https://res-static.hc-cdn.cn/cloudbu-site/public/new-product-icon/Analytics/DataArts.png,Analytics/DataArts.png
intl-en-us,Analytics,MapReduce Service (MRS),Run open source analytics workloads on high-availability big data clusters,https://www.huaweicloud.com/intl/en-us/product/mrs.html,https://res-static.hc-cdn.cn/cloudbu-site/public/new-product-icon/Analytics/MapReduce.png,Analytics/MapReduce.png
intl-en-us,Blockchain,Blockchain Service (BCS),"Build powerful, secure blockchains",https://www.huaweicloud.com/intl/en-us/product/bcs.html,https://res-static.hc-cdn.cn/cloudbu-site/public/new-product-icon/Blockchain/BCS.png,Blockchain/BCS.png
intl-en-us,Business Applications,Customer Engagement Center (CEC),A multi-channel contact center,https://www.huaweicloud.com/intl/en-us/product/cec.html,https://res-static.hc-cdn.cn/cloudbu-site/public/new-product-icon/BusinessApplications/CEC.png,BusinessApplications/CEC.png
intl-en-us,Business Applications,Edge Data Center Management,Remote cloud management for data center facilities,https://www.huaweicloud.com/intl/en-us/product/edcm.html,https://res-static.hc-cdn.cn/cloudbu-site/public/new-product-icon/BusinessApplications/EDCM.png,BusinessApplications/EDCM.png
